sample_id,model,dataset,dominant_sequence,dominant_sequence_str,fdr,entropy,num_transitions,transition_points,model_short,faithfulness
pilot_0790,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology""]",kant->kant->kant->kant,0.0,1.5731,0,[],Qwen2.5-72B,1.0
pilot_0791,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->virt->util->util,0.6667,1.5553,2,"[0, 1]",Qwen2.5-72B,0.425
pilot_0792,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->kant->util->util,0.3333,1.5547,1,[1],Qwen2.5-72B,0.0
pilot_0793,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""scanlonian_contractualism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->scan->util->util,0.6667,1.5782,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0794,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology""]",kant->kant->kant->kant,0.0,1.5244,0,[],Qwen2.5-72B,1.0
pilot_0795,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""gauthierian_contractarianism"", ""benthamite_act_utilitarianism""]",kant->virt->gaut->util,1.0,1.5933,3,"[0, 1, 2]",Qwen2.5-72B,0.2833333333333333
pilot_0796,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology""]",kant->kant->kant->kant,0.0,1.4873,0,[],Qwen2.5-72B,1.0
pilot_0797,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""scanlonian_contractualism"", ""benthamite_act_utilitarianism"", ""scanlonian_contractualism""]",kant->scan->util->scan,1.0,1.5813,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0798,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->util->util->util,0.3333,1.4164,1,[0],Qwen2.5-72B,0.0
pilot_0799,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""kantian_deontology""]",kant->util->util->kant,0.6667,1.5563,2,"[0, 2]",Qwen2.5-72B,0.0
pilot_0800,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",virt->virt->util->virt,0.6667,1.5256,2,"[1, 2]",Qwen2.5-72B,0.0
pilot_0801,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""gauthierian_contractarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->gaut->util->util,0.6667,1.4526,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0802,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",kant->util->util->virt,0.6667,1.5166,2,"[0, 2]",Qwen2.5-72B,0.0
pilot_0803,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""benthamite_act_utilitarianism""]",kant->kant->kant->util,0.3333,1.5336,1,[2],Qwen2.5-72B,0.0
pilot_0804,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",virt->util->util->util,0.3333,1.5645,1,[0],Qwen2.5-72B,0.0
pilot_0805,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""scanlonian_contractualism"", ""scanlonian_contractualism""]",kant->kant->scan->scan,0.3333,1.5461,1,[1],Qwen2.5-72B,0.5
pilot_0806,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""scanlonian_contractualism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->scan->util->util,0.6667,1.5653,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0807,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->util->util->util,0.3333,1.5623,1,[0],Qwen2.5-72B,0.0
pilot_0808,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->util->util->util,0.0,1.4503,0,[],Qwen2.5-72B,1.0
pilot_0809,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""scanlonian_contractualism"", ""kantian_deontology""]",kant->kant->scan->kant,0.6667,1.5737,2,"[1, 2]",Qwen2.5-72B,0.0
pilot_0810,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""gauthierian_contractarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",gaut->util->util->virt,0.6667,1.5969,2,"[0, 2]",Qwen2.5-72B,0.0
pilot_0811,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics"", ""kantian_deontology"", ""kantian_deontology""]",util->virt->kant->kant,0.6667,1.5576,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0812,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->kant->util->util,0.3333,1.5085,1,[1],Qwen2.5-72B,0.0
pilot_0813,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""scanlonian_contractualism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->scan->util->util,0.6667,1.5598,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0814,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""scanlonian_contractualism"", ""scanlonian_contractualism"", ""aristotelian_virtue_ethics""]",kant->scan->scan->virt,0.6667,1.5395,2,"[0, 2]",Qwen2.5-72B,0.0
pilot_0815,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""scanlonian_contractualism""]",kant->kant->kant->scan,0.3333,1.4704,1,[2],Qwen2.5-72B,0.0
pilot_0816,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""kantian_deontology""]",virt->util->util->kant,0.6667,1.5835,2,"[0, 2]",Qwen2.5-72B,0.0
pilot_0817,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",virt->virt->util->virt,0.6667,1.5362,2,"[1, 2]",Qwen2.5-72B,0.0
pilot_0818,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""kantian_deontology"", ""benthamite_act_utilitarianism""]",kant->virt->kant->util,1.0,1.4948,3,"[0, 1, 2]",Qwen2.5-72B,0.16666666666666666
pilot_0819,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->kant->util->util,0.3333,1.5512,1,[1],Qwen2.5-72B,0.0
pilot_0820,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->virt->util->util,0.6667,1.5475,2,"[0, 1]",Qwen2.5-72B,0.25
pilot_0821,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->util->util->util,0.3333,1.541,1,[0],Qwen2.5-72B,0.0
pilot_0822,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->util->util->util,0.0,1.4353,0,[],Qwen2.5-72B,1.0
pilot_0823,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""kantian_deontology""]",kant->virt->util->kant,1.0,1.5779,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0824,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology""]",kant->kant->kant->kant,0.0,1.3504,0,[],Qwen2.5-72B,1.0
pilot_0825,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""kantian_deontology""]",kant->virt->util->kant,1.0,1.5637,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0826,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""scanlonian_contractualism"", ""kantian_deontology"", ""aristotelian_virtue_ethics"", ""scanlonian_contractualism""]",scan->kant->virt->scan,1.0,1.5888,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0827,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""scanlonian_contractualism""]",kant->virt->util->scan,1.0,1.5595,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0828,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""aristotelian_virtue_ethics"", ""kantian_deontology""]",kant->kant->virt->kant,0.6667,1.5588,2,"[1, 2]",Qwen2.5-72B,0.0
pilot_0829,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""benthamite_act_utilitarianism"", ""kantian_deontology"", ""kantian_deontology""]",kant->util->kant->kant,0.6667,1.4347,2,"[0, 1]",Qwen2.5-72B,0.5
pilot_0830,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology""]",kant->kant->kant->kant,0.0,1.5253,0,[],Qwen2.5-72B,1.0
pilot_0831,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism""]",virt->util->virt->util,1.0,1.4761,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0832,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology""]",kant->kant->kant->kant,0.0,1.5563,0,[],Qwen2.5-72B,1.0
pilot_0833,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",virt->util->util->util,0.3333,1.5661,1,[0],Qwen2.5-72B,0.0
pilot_0834,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""scanlonian_contractualism"", ""scanlonian_contractualism"", ""kantian_deontology""]",kant->scan->scan->kant,0.6667,1.5175,2,"[0, 2]",Qwen2.5-72B,0.0
pilot_0835,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""scanlonian_contractualism"", ""benthamite_act_utilitarianism""]",kant->virt->scan->util,1.0,1.5532,3,"[0, 1, 2]",Qwen2.5-72B,0.16666666666666666
pilot_0836,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->util->util->util,0.0,1.3621,0,[],Qwen2.5-72B,1.0
pilot_0837,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->virt->util->util,0.6667,1.5309,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0838,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",kant->virt->util->virt,1.0,1.5677,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0839,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""kantian_deontology"", ""scanlonian_contractualism"", ""kantian_deontology""]",virt->kant->scan->kant,1.0,1.4975,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0840,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology""]",kant->kant->kant->kant,0.0,1.551,0,[],Qwen2.5-72B,1.0
pilot_0841,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology""]",kant->kant->kant->kant,0.0,1.4656,0,[],Qwen2.5-72B,1.0
pilot_0842,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""kantian_deontology"", ""kantian_deontology""]",kant->virt->kant->kant,0.6667,1.5538,2,"[0, 1]",Qwen2.5-72B,0.25
pilot_0843,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics""]",virt->virt->virt->virt,0.0,1.2913,0,[],Qwen2.5-72B,1.0
pilot_0844,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""aristotelian_virtue_ethics"", ""kantian_deontology""]",kant->kant->virt->kant,0.6667,1.5461,2,"[1, 2]",Qwen2.5-72B,0.0
pilot_0845,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->kant->util->util,0.6667,1.5382,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0846,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""kantian_deontology""]",kant->util->util->kant,0.6667,1.581,2,"[0, 2]",Qwen2.5-72B,0.0
pilot_0847,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""kantian_deontology"", ""scanlonian_contractualism"", ""aristotelian_virtue_ethics""]",virt->kant->scan->virt,1.0,1.4901,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0848,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",util->util->util->virt,0.3333,1.3132,1,[2],Qwen2.5-72B,0.0
pilot_0849,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""scanlonian_contractualism"", ""kantian_deontology""]",kant->kant->scan->kant,0.6667,1.5679,2,"[1, 2]",Qwen2.5-72B,0.0
pilot_0850,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",virt->virt->util->util,0.3333,1.525,1,[1],Qwen2.5-72B,0.0
pilot_0851,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""gauthierian_contractarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",virt->gaut->util->util,0.6667,1.5796,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0853,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism""]",virt->virt->virt->util,0.3333,1.5418,1,[2],Qwen2.5-72B,0.0
pilot_0854,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",virt->util->util->virt,0.6667,1.5602,2,"[0, 2]",Qwen2.5-72B,0.0
pilot_0855,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->virt->util->util,0.6667,1.5491,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0856,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->virt->util->util,0.6667,1.571,2,"[0, 1]",Qwen2.5-72B,0.25
pilot_0857,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""kantian_deontology""]",kant->virt->util->kant,1.0,1.4986,3,"[0, 1, 2]",Qwen2.5-72B,0.16666666666666666
pilot_0858,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",kant->virt->util->virt,1.0,1.519,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0859,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics""]",kant->virt->virt->virt,0.3333,1.5102,1,[0],Qwen2.5-72B,0.5
pilot_0860,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""benthamite_act_utilitarianism""]",kant->kant->kant->util,0.3333,1.5478,1,[2],Qwen2.5-72B,0.0
pilot_0861,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""scanlonian_contractualism"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",util->scan->util->virt,1.0,1.5564,3,"[0, 1, 2]",Qwen2.5-72B,0.16666666666666666
pilot_0862,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->kant->util->util,0.3333,1.5361,1,[1],Qwen2.5-72B,0.87
pilot_0863,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics""]",kant->virt->virt->virt,0.3333,1.5732,1,[0],Qwen2.5-72B,0.85
pilot_0864,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""scanlonian_contractualism"", ""benthamite_act_utilitarianism"", ""kantian_deontology""]",kant->scan->util->kant,1.0,1.5944,3,"[0, 1, 2]",Qwen2.5-72B,0.2833333333333333
pilot_0865,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",kant->util->util->virt,0.6667,1.5457,2,"[0, 2]",Qwen2.5-72B,0.0
pilot_0866,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->kant->util->util,0.3333,1.5127,1,[1],Qwen2.5-72B,0.0
pilot_0867,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""kantian_deontology"", ""benthamite_act_utilitarianism""]",virt->util->kant->util,1.0,1.5371,3,"[0, 1, 2]",Qwen2.5-72B,0.16666666666666666
pilot_0868,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""scanlonian_contractualism""]",virt->virt->virt->scan,0.3333,1.5491,1,[2],Qwen2.5-72B,0.0
pilot_0869,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics"", ""kantian_deontology""]",kant->util->virt->kant,1.0,1.5747,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0870,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->virt->util->util,0.6667,1.4509,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0871,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",kant->virt->util->util,0.6667,1.5537,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0872,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""scanlonian_contractualism"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics""]",util->scan->virt->virt,0.6667,1.5992,2,"[0, 1]",Qwen2.5-72B,0.0
pilot_0873,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology"", ""kantian_deontology""]",kant->kant->kant->kant,0.0,1.535,0,[],Qwen2.5-72B,1.0
pilot_0874,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->util->util->util,0.0,1.5516,0,[],Qwen2.5-72B,1.0
pilot_0875,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""kantian_deontology"", ""benthamite_act_utilitarianism"", ""kantian_deontology""]",util->kant->util->kant,1.0,1.4536,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0876,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics""]",kant->virt->virt->virt,0.3333,1.4903,1,[0],Qwen2.5-72B,0.0
pilot_0877,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""kantian_deontology"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""kantian_deontology""]",kant->virt->util->kant,1.0,1.5509,3,"[0, 1, 2]",Qwen2.5-72B,0.0
pilot_0878,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism"", ""benthamite_act_utilitarianism""]",util->util->util->util,0.0,1.4928,0,[],Qwen2.5-72B,1.0
pilot_0879,Qwen/Qwen2.5-72B-Instruct-Turbo,moral_stories,"[""aristotelian_virtue_ethics"", ""aristotelian_virtue_ethics"", ""benthamite_act_utilitarianism"", ""aristotelian_virtue_ethics""]",virt->virt->util->virt,0.6667,1.5197,2,"[1, 2]",Qwen2.5-72B,0.0
